experiment,user,activity,activity_name,group,start,end,num_samples,duration_seconds,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_rms,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_rms,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_rms,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_rms,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_rms,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_rms
31,15,4,SITTING,Static,1368,2448,1080,21.6,0.92451,0.007357,0.869444,0.969444,0.924539,0.356853,0.007297,0.3125,0.3875,0.356928,-0.201415,0.017711,-0.245833,-0.081944,0.202192,0.007745,0.019588,-0.165544,0.158825,0.021064,-0.00493,0.034053,-0.298408,0.106901,0.034409,-0.001037,0.017859,-0.193339,0.075747,0.017889
31,15,8,SIT_TO_STAND,Transition,2449,2601,152,3.04,0.990068,0.077543,0.806944,1.206945,0.9931,-0.076042,0.262438,-0.426389,0.4,0.273232,0.029258,0.115063,-0.244444,0.2625,0.118725,-0.009048,0.17049,-0.333838,0.723264,0.17073,0.083783,0.298099,-0.53298,0.784962,0.309649,0.1756,0.519907,-0.735787,1.576949,0.548761
31,15,5,STANDING,Static,2602,3489,887,17.74,1.015744,0.02492,0.845833,1.311111,1.01605,-0.196167,0.037987,-0.440278,-0.052778,0.199811,0.032962,0.030994,-0.116667,0.216667,0.045245,0.072231,0.412822,-0.840245,2.356413,0.419093,-0.01735,0.131782,-1.151786,0.272446,0.132919,0.024679,0.092366,-0.166766,0.718683,0.095606
31,15,11,STAND_TO_LIE,Transition,3490,3752,262,5.24,0.623235,0.343614,-0.155556,1.161111,0.711682,0.459017,0.461512,-0.601389,1.305556,0.650915,-0.272106,0.176366,-0.558333,0.052778,0.324263,-0.179022,0.399912,-1.100779,0.761749,0.438153,-0.307694,0.305287,-0.85796,0.707993,0.433447,-0.22876,0.552344,-1.6417,0.828944,0.597842
31,15,6,LAYING,Static,3753,4929,1176,23.52,0.189659,0.011917,0.102778,0.240278,0.190033,0.92549,0.008652,0.881944,0.990278,0.925531,-0.330055,0.018532,-0.393056,-0.226389,0.330575,0.005122,0.048561,-0.346971,0.322537,0.04883,0.001177,0.026781,-0.16585,0.15852,0.026806,0.00336,0.035278,-0.132863,0.344223,0.035437
31,15,10,LIE_TO_SIT,Transition,4930,5098,168,3.36,0.673553,0.376257,0.016667,1.233333,0.77152,0.432581,0.40281,-0.291667,0.9625,0.591086,-0.140716,0.261837,-0.601389,0.390278,0.297253,0.286438,0.508801,-0.859793,1.340544,0.583888,0.401304,0.744072,-0.906829,1.984396,0.845392,0.331485,0.516082,-0.580933,1.460273,0.613371
31,15,4,SITTING,Static,5099,6322,1223,24.46,1.01294,0.018473,0.811111,1.301389,1.013108,0.132197,0.024847,-0.101389,0.256944,0.134511,-0.030665,0.018902,-0.116667,0.213889,0.036022,0.008998,0.050232,-0.216857,0.580322,0.051031,-0.002119,0.041529,-0.328951,0.233961,0.041583,-0.002781,0.063279,-0.436463,0.224493,0.06334
31,15,9,SIT_TO_LIE,Transition,6323,6527,204,4.08,0.701804,0.26077,0.166667,1.134722,0.748686,0.516939,0.291056,0.033333,1.138889,0.593245,-0.313855,0.142186,-0.620833,-0.030556,0.34456,-0.28974,0.475737,-1.448362,1.11208,0.557023,-0.286494,0.284181,-1.388802,0.620028,0.403532,-0.160337,0.469337,-1.361008,0.974941,0.495969
31,15,6,LAYING,Static,6528,7985,1457,29.14,0.261072,0.023423,0.169444,0.345833,0.262121,0.893597,0.013247,0.806944,1.043056,0.893695,-0.362073,0.022282,-0.411111,-0.202778,0.362758,0.005537,0.062371,-0.331089,0.784656,0.062617,0.000282,0.045756,-0.290772,0.368352,0.045757,0.005194,0.041549,-0.438907,0.249844,0.041872
31,15,12,LIE_TO_STAND,Transition,7986,8144,158,3.16,0.74593,0.348571,-0.020833,1.188889,0.823355,0.36577,0.410777,-0.3875,1.045833,0.550023,-0.151354,0.232767,-0.776389,0.25,0.277648,0.25118,0.739809,-1.977371,1.260215,0.781287,0.362311,0.578011,-0.615141,2.408031,0.682177,0.422808,0.599223,-1.039387,1.392467,0.733372
31,15,1,WALKING,Dynamic,8869,9818,949,18.98,1.00962,0.257522,0.480556,1.877778,1.041945,-0.209214,0.229254,-1.176389,0.311111,0.310368,0.054208,0.082003,-0.116667,0.365278,0.0983,0.008133,0.663825,-1.532355,1.346042,0.663875,0.000291,0.605358,-1.603521,1.565648,0.605358,0.008458,0.203658,-0.738536,0.522901,0.203834
31,15,1,WALKING,Dynamic,9989,10929,940,18.8,1.013455,0.241359,0.541667,1.6875,1.041799,-0.208982,0.224874,-1.166667,0.1875,0.306988,0.048072,0.078465,-0.109722,0.352778,0.09202,-0.006019,0.616852,-1.548849,1.312444,0.616882,0.006846,0.596426,-1.427592,1.521665,0.596466,0.005724,0.19185,-0.696386,0.454178,0.191935
31,15,3,WALKING_DOWNSTAIRS,Dynamic,11591,12137,546,10.92,0.989222,0.47753,0.161111,2.0,1.098452,-0.138848,0.223132,-1.4,0.220833,0.262805,0.010752,0.149007,-0.522222,0.598611,0.149394,-0.328861,0.645344,-2.996599,1.12949,0.724306,0.041913,0.628955,-2.215608,2.348777,0.63035,-0.02938,0.377531,-1.244027,0.685696,0.378672
31,15,2,WALKING_UPSTAIRS,Dynamic,12288,12882,594,11.88,0.985592,0.326657,0.377778,1.876389,1.038314,-0.293308,0.169351,-0.725,0.104167,0.338688,0.094884,0.137163,-0.218056,0.5,0.166783,0.285241,0.57036,-1.282512,2.604119,0.637709,-0.100852,0.668871,-1.690264,1.318247,0.676432,0.039926,0.207634,-0.635605,0.647212,0.211438
31,15,3,WALKING_DOWNSTAIRS,Dynamic,13047,13598,551,11.02,1.001167,0.464824,0.140278,2.001389,1.10381,-0.136162,0.225066,-1.238889,0.238889,0.263049,0.026505,0.150565,-0.447222,0.702778,0.15288,-0.366862,0.802543,-3.016758,1.10872,0.882419,0.043089,0.605604,-1.95538,1.664608,0.607135,-0.035467,0.374387,-1.389718,0.9389,0.376063
31,15,2,WALKING_UPSTAIRS,Dynamic,13710,14309,599,11.98,0.982605,0.331494,0.426389,1.901389,1.037016,-0.294029,0.16896,-0.766667,0.055556,0.339118,0.100538,0.139164,-0.219444,0.425,0.171681,0.30633,0.540364,-1.121549,2.215608,0.621153,-0.113979,0.694121,-1.582752,1.312749,0.703417,0.037378,0.215385,-0.577879,0.755335,0.218604
31,15,3,WALKING_DOWNSTAIRS,Dynamic,14469,15005,536,10.72,1.005981,0.475244,0.141667,1.997222,1.112589,-0.134689,0.224725,-1.056944,0.231944,0.261996,0.014969,0.143707,-0.454167,0.551389,0.144484,-0.35572,0.702212,-2.955672,1.397354,0.787171,0.045047,0.57381,-1.873218,1.820684,0.575575,-0.02163,0.361012,-1.053743,0.850019,0.361659
31,15,2,WALKING_UPSTAIRS,Dynamic,15122,15736,614,12.28,0.983666,0.319637,0.415278,1.913889,1.034295,-0.287704,0.16601,-0.802778,0.048611,0.332164,0.096487,0.14678,-0.223611,0.483333,0.175653,0.271084,0.548806,-1.067792,2.225382,0.612107,-0.096365,0.697214,-1.586112,1.279763,0.703842,0.02762,0.213192,-0.525955,0.753502,0.214974
32,16,5,STANDING,Static,475,1818,1343,26.86,1.004928,0.003048,0.993056,1.015278,1.004932,-0.169228,0.004294,-0.183333,-0.152778,0.169283,-0.167159,0.010835,-0.193056,-0.113889,0.16751,0.00506,0.00976,-0.051313,0.034208,0.010994,-0.000758,0.009143,-0.05681,0.065057,0.009175,0.000384,0.00563,-0.022602,0.025045,0.005643
32,16,7,STAND_TO_SIT,Transition,1819,1998,179,3.58,0.824767,0.185261,0.486111,1.095833,0.845318,-0.300403,0.141107,-0.558333,-0.079167,0.331894,-0.45007,0.201117,-0.802778,-0.180556,0.492961,-0.065909,0.141552,-0.564439,0.278555,0.156144,-0.004172,0.435637,-0.865901,1.04519,0.435657,-0.005136,0.396073,-0.999376,0.891863,0.396106
32,16,4,SITTING,Static,1999,3031,1032,20.64,1.011491,0.013775,0.952778,1.119445,1.011584,0.015057,0.081949,-0.129167,0.088889,0.083321,-0.042773,0.139921,-0.284722,0.125,0.146313,0.008853,0.033827,-0.25412,0.251982,0.034966,0.015278,0.142306,-1.145983,0.608422,0.143124,-0.007803,0.076618,-0.24679,0.648433,0.077015
32,16,8,SIT_TO_STAND,Transition,3032,3140,108,2.16,0.885468,0.132817,0.647222,1.0625,0.895374,-0.232729,0.146673,-0.445833,0.072222,0.275092,-0.372814,0.229524,-0.706944,0.061111,0.437803,0.011759,0.147874,-0.240681,0.376293,0.14834,-0.146461,0.729694,-1.7541,0.869567,0.744248,0.090976,0.363921,-0.475559,0.762665,0.375121
32,16,5,STANDING,Static,3141,4295,1154,23.08,0.977974,0.010947,0.879167,1.073611,0.978035,-0.196026,0.025853,-0.316667,0.009722,0.197723,-0.270777,0.017583,-0.477778,-0.230556,0.271347,-0.010526,0.074361,-0.760222,0.103236,0.075102,0.001284,0.039421,-0.25748,0.452346,0.039442,0.006718,0.029046,-0.154549,0.237016,0.029812
32,16,11,STAND_TO_LIE,Transition,4296,4530,234,4.68,0.627534,0.341311,0.013889,1.231944,0.714348,0.147086,0.24055,-0.351389,0.655556,0.281954,0.436924,0.52636,-0.601389,1.263889,0.684074,0.143538,0.485812,-0.59651,2.199115,0.506574,0.311815,0.546896,-0.799623,1.608714,0.629543,-0.203865,0.436245,-1.167974,1.156673,0.481529
32,16,6,LAYING,Static,4531,5717,1186,23.72,0.282344,0.004913,0.268056,0.3,0.282387,0.444249,0.008514,0.423611,0.483333,0.44433,0.851169,0.007705,0.819444,0.876389,0.851204,0.005251,0.017567,-0.058032,0.072082,0.018334,7e-06,0.011698,-0.063835,0.052534,0.011698,0.001166,0.008079,-0.037874,0.036346,0.008163
32,16,10,LIE_TO_SIT,Transition,5718,5901,183,3.66,0.769862,0.288627,0.286111,1.1625,0.822188,0.146835,0.34667,-0.5625,0.647222,0.376484,0.277277,0.391073,-0.273611,0.8625,0.479396,0.375138,0.546036,-0.669814,2.071139,0.662483,-0.370535,0.395272,-1.341155,0.361327,0.541789,0.279569,0.600173,-1.297172,1.417513,0.662093
32,16,4,SITTING,Static,5902,6944,1042,20.84,1.019576,0.003478,1.0,1.038889,1.019582,-0.030489,0.008973,-0.118056,-0.009722,0.031782,-0.123407,0.01042,-0.156944,-0.098611,0.123846,0.007549,0.017317,-0.025962,0.179289,0.018891,0.001995,0.014234,-0.08491,0.150884,0.014373,-0.00162,0.013988,-0.096822,0.061697,0.014081
32,16,9,SIT_TO_LIE,Transition,6945,7139,194,3.88,0.663932,0.273869,0.176389,1.065278,0.718199,0.425623,0.284244,-0.154167,0.884722,0.51181,0.247659,0.436613,-0.366667,1.127778,0.501962,-0.437406,0.506266,-2.377487,0.252593,0.669051,0.091949,0.565675,-0.875981,2.419943,0.5731,-0.193668,0.396996,-1.110248,0.556498,0.441716
32,16,6,LAYING,Static,7140,8355,1215,24.3,0.272806,0.006101,0.244444,0.302778,0.272875,0.431832,0.009209,0.409722,0.463889,0.431931,0.861749,0.008435,0.829167,0.888889,0.86179,0.006115,0.022582,-0.118813,0.212276,0.023396,-0.000842,0.016679,-0.096822,0.090713,0.0167,0.000855,0.007792,-0.038179,0.048564,0.007839
32,16,12,LIE_TO_STAND,Transition,8356,8501,145,2.9,0.701533,0.259087,0.176389,1.105556,0.747846,0.252002,0.315848,-0.318056,0.688889,0.404061,0.08659,0.553967,-0.627778,0.9,0.560694,0.365266,0.659181,-1.075428,1.666135,0.753617,-0.380375,0.448349,-1.142318,0.958753,0.587964,0.407177,0.38188,-0.21533,1.14018,0.558235
32,16,1,WALKING,Dynamic,9293,10181,888,17.76,0.978062,0.195999,0.5125,1.494444,0.997508,-0.2003,0.130178,-0.640278,0.156944,0.238886,-0.267826,0.159729,-0.851389,0.108333,0.31184,-0.012366,0.31882,-0.759,0.97769,0.31906,0.006579,0.298457,-0.759305,1.080621,0.298529,0.005212,0.335298,-0.841467,0.747088,0.335339
32,16,1,WALKING,Dynamic,10602,11564,962,19.24,0.977138,0.186611,0.593056,1.469445,0.994798,-0.202514,0.124366,-0.644444,0.161111,0.237652,-0.267588,0.150411,-0.861111,0.125,0.306964,-0.004844,0.286383,-0.711047,0.941954,0.286424,0.005418,0.259362,-0.859793,0.887587,0.259419,0.005093,0.312595,-0.851852,0.649044,0.312637
32,16,3,WALKING_DOWNSTAIRS,Dynamic,12248,12843,595,11.9,0.990467,0.343526,0.501389,1.880556,1.048349,-0.187192,0.153153,-0.673611,0.144444,0.241861,-0.262647,0.180602,-1.1875,0.109722,0.318748,-0.250158,0.466304,-1.729665,0.604146,0.529167,0.06268,0.356298,-1.020145,1.929418,0.361769,0.072301,0.271035,-0.868345,0.969749,0.280513
32,16,2,WALKING_UPSTAIRS,Dynamic,13145,13804,659,13.18,0.909018,0.210086,0.488889,1.548611,0.932979,-0.281774,0.146886,-0.693056,0.088889,0.317761,-0.402839,0.144653,-0.838889,-0.122222,0.428023,0.211546,0.501098,-0.788016,1.647809,0.543922,-0.059181,0.251455,-0.959364,0.591012,0.258325,-0.112289,0.319089,-1.346652,0.616974,0.33827
32,16,3,WALKING_DOWNSTAIRS,Dynamic,14141,14736,595,11.9,0.983165,0.358352,0.4,1.923611,1.046437,-0.195929,0.147796,-0.970833,0.116667,0.245422,-0.261433,0.183652,-1.106944,0.0125,0.319492,-0.244415,0.507287,-1.875967,0.831998,0.563098,0.063807,0.378578,-1.190882,1.007928,0.383918,0.078633,0.287986,-0.65271,1.054659,0.298528
32,16,2,WALKING_UPSTAIRS,Dynamic,15004,15673,669,13.38,0.903349,0.191049,0.475,1.433333,0.92333,-0.281577,0.134234,-0.873611,0.059722,0.311937,-0.41005,0.141808,-1.022222,-0.1375,0.433879,0.227322,0.481401,-0.759611,1.609019,0.532374,-0.056512,0.241696,-1.042441,0.619723,0.248214,-0.108378,0.298962,-1.2706,0.590096,0.318
32,16,3,WALKING_DOWNSTAIRS,Dynamic,16045,16630,585,11.7,0.985966,0.376098,0.473611,1.938889,1.055263,-0.178853,0.162872,-0.683333,0.1625,0.2419,-0.255446,0.187586,-1.254167,0.029167,0.316925,-0.26329,0.512927,-1.890933,0.628886,0.576555,0.065423,0.411763,-1.580308,1.413542,0.416928,0.074783,0.288429,-0.765109,1.084897,0.297966
32,16,2,WALKING_UPSTAIRS,Dynamic,16823,17468,645,12.9,0.906701,0.177866,0.5625,1.476389,0.923982,-0.281232,0.144193,-0.7625,0.068056,0.316043,-0.399399,0.143206,-0.948611,-0.098611,0.424297,0.225243,0.491714,-0.755029,1.894293,0.540849,-0.050874,0.266034,-0.795652,0.80451,0.270855,-0.112489,0.297583,-1.010677,0.512516,0.318134
33,16,5,STANDING,Static,420,2088,1668,33.36,1.015572,0.004949,0.956944,1.0375,1.015584,0.07899,0.0111,-0.006944,0.133333,0.079766,-0.100319,0.017613,-0.206944,-0.030556,0.101853,-0.0064,0.062818,-0.725097,0.214108,0.063143,0.000392,0.025917,-0.221133,0.179289,0.02592,-1e-06,0.013768,-0.054978,0.094684,0.013768
33,16,7,STAND_TO_SIT,Transition,2089,2263,174,3.48,0.976932,0.084768,0.740278,1.2875,0.980602,0.076732,0.133259,-0.261111,0.356944,0.153772,-0.046879,0.269456,-0.472222,0.486111,0.273504,0.007803,0.367982,-1.072985,1.166753,0.368065,0.096308,0.469456,-1.039082,1.069625,0.479233,0.027615,0.246982,-0.520152,0.561996,0.248521
33,16,4,SITTING,Static,2264,3774,1510,30.2,0.975259,0.004681,0.961111,1.025,0.975271,-0.146196,0.009267,-0.1875,-0.041667,0.146489,0.296572,0.010897,0.211111,0.327778,0.296772,0.004671,0.013061,-0.167988,0.043371,0.013871,0.004936,0.029257,-0.045815,0.324675,0.029671,0.00217,0.0222,-0.083078,0.272751,0.022306
33,16,8,SIT_TO_STAND,Transition,3775,3883,108,2.16,0.975887,0.118093,0.769444,1.305556,0.983007,0.096232,0.134789,-0.208333,0.297222,0.165616,-0.092194,0.246611,-0.370833,0.340278,0.263281,0.07881,0.140556,-0.205862,0.447459,0.161143,-0.21242,0.532779,-2.103514,0.520457,0.573564,-0.113429,0.33218,-0.773355,0.473115,0.351013
33,16,5,STANDING,Static,3884,5145,1261,25.22,1.005255,0.008581,0.938889,1.068056,1.005292,0.090167,0.023303,-0.027778,0.281944,0.093129,-0.166835,0.022655,-0.241667,0.0125,0.168366,-0.005859,0.09362,-0.676533,0.245262,0.093804,0.000106,0.040733,-0.30024,0.208,0.040733,0.000587,0.033511,-0.138056,0.269392,0.033516
33,16,11,STAND_TO_LIE,Transition,5146,5337,191,3.82,0.606654,0.330093,-0.045833,1.354167,0.690645,-0.305861,0.401281,-1.097222,0.620833,0.504557,0.448073,0.385091,-0.448611,0.993056,0.590817,0.065427,0.801964,-1.154841,2.3613,0.804629,0.494113,0.476375,-0.583376,1.512808,0.686353,0.128018,0.689651,-1.506699,2.225688,0.701432
33,16,6,LAYING,Static,5338,6669,1331,26.62,0.082949,0.020217,0.051389,0.154167,0.085378,-0.450237,0.012065,-0.519444,-0.429167,0.450399,0.886029,0.008884,0.8375,0.906944,0.886073,0.007567,0.016303,-0.086743,0.10568,0.017974,0.002575,0.024079,-0.152105,0.108429,0.024217,-0.00038,0.006166,-0.042455,0.035736,0.006178
33,16,10,LIE_TO_SIT,Transition,6670,6852,182,3.64,0.722863,0.36424,-0.008333,1.065278,0.809445,-0.231517,0.193793,-0.597222,0.098611,0.301921,0.397154,0.381907,-0.347222,0.9625,0.550984,0.354787,0.564558,-0.28619,2.572659,0.666783,-0.465525,0.617728,-1.743409,0.633467,0.7735,-0.072065,0.277841,-0.757778,0.533896,0.287035
33,16,4,SITTING,Static,6853,7928,1075,21.5,1.016813,0.004387,1.002778,1.041667,1.016822,-0.061623,0.006573,-0.090278,-0.030556,0.061972,0.13499,0.015327,0.031944,0.173611,0.135857,0.007034,0.010046,-0.058948,0.080634,0.012264,0.004852,0.017218,-0.083994,0.097128,0.017888,-0.000181,0.009564,-0.067501,0.048869,0.009566
33,16,9,SIT_TO_LIE,Transition,7929,8109,180,3.6,0.553002,0.345655,-0.031944,1.091667,0.652141,-0.081975,0.253236,-0.7,0.405556,0.266173,0.672531,0.294719,0.091667,1.105556,0.734273,-0.38645,0.530985,-1.759292,0.868039,0.656726,0.307616,0.397957,-0.664316,1.277625,0.502989,-0.169427,0.432171,-1.085813,0.512516,0.464195
33,16,6,LAYING,Static,8110,9260,1150,23.0,0.122514,0.013964,0.044444,0.173611,0.123308,-0.431344,0.018815,-0.548611,-0.368056,0.431754,0.89333,0.012195,0.804167,0.958333,0.893413,0.009447,0.026919,-0.0956,0.130725,0.028528,0.001357,0.039475,-0.207389,0.216857,0.039498,-0.000706,0.010133,-0.083383,0.08491,0.010157
33,16,12,LIE_TO_STAND,Transition,9261,9416,155,3.1,0.57069,0.393298,0.023611,1.154167,0.693088,0.00767,0.236747,-0.434722,0.473611,0.236871,0.513799,0.467232,-0.184722,1.106944,0.694475,0.186602,0.346701,-0.8546,0.79046,0.393728,-0.575114,0.594465,-1.727221,0.569937,0.827131,-0.003084,0.29488,-0.899194,0.601397,0.294896
33,16,1,WALKING,Dynamic,10158,11046,888,17.76,1.003377,0.206623,0.608333,1.479167,1.024431,0.103877,0.115894,-0.238889,0.408333,0.155634,-0.17502,0.167255,-0.690278,0.269444,0.242087,-0.002386,0.318835,-0.807869,0.63866,0.318844,0.004243,0.36414,-0.774577,1.027781,0.364165,0.003144,0.308262,-0.831082,0.703106,0.308278
33,16,1,WALKING,Dynamic,11398,12304,906,18.12,1.006088,0.203301,0.611111,1.463889,1.026423,0.106077,0.113921,-0.205556,0.447222,0.155661,-0.165305,0.162179,-0.719444,0.233333,0.231577,0.007179,0.313231,-0.847881,0.668592,0.313313,0.001861,0.360026,-0.814589,1.207681,0.360031,-0.00038,0.291047,-0.889114,0.622777,0.291047
33,16,3,WALKING_DOWNSTAIRS,Dynamic,13113,13674,561,11.22,0.989946,0.442529,0.269444,1.995833,1.084355,0.108984,0.136897,-0.229167,0.538889,0.174981,-0.191689,0.202218,-1.315278,0.191667,0.278634,-0.269885,0.540328,-2.22019,0.851546,0.60398,-0.03584,0.421141,-2.151773,1.686293,0.422663,0.072383,0.262038,-0.601702,0.852768,0.271852
33,16,2,WALKING_UPSTAIRS,Dynamic,13948,14561,613,12.26,0.927325,0.198266,0.529167,1.398611,0.948283,0.185977,0.145372,-0.222222,0.645833,0.236052,-0.354144,0.171633,-0.891667,0.033333,0.393543,0.238184,0.44917,-0.679282,1.552819,0.508415,0.064953,0.42154,-0.915382,1.134682,0.426515,-0.09766,0.317122,-1.004262,0.605367,0.331819
33,16,3,WALKING_DOWNSTAIRS,Dynamic,14887,15468,581,11.62,0.99209,0.427329,0.295833,1.984722,1.080209,0.110368,0.152504,-0.265278,0.726389,0.188251,-0.213765,0.211402,-1.252778,0.206944,0.300643,-0.258613,0.533992,-1.905594,0.900415,0.59332,-0.027129,0.435525,-2.182316,1.747075,0.436369,0.080698,0.290358,-0.753808,1.168585,0.301363
33,16,2,WALKING_UPSTAIRS,Dynamic,15787,16401,614,12.28,0.930284,0.20347,0.531944,1.4625,0.952276,0.186867,0.147117,-0.201389,0.647222,0.237829,-0.355289,0.170683,-0.9,0.077778,0.394161,0.238222,0.443906,-0.588263,1.776091,0.503788,0.066848,0.40074,-0.904081,1.082148,0.406277,-0.099258,0.361556,-1.289842,0.623999,0.374933
33,16,3,WALKING_DOWNSTAIRS,Dynamic,16727,17307,580,11.6,1.00017,0.438127,0.352778,1.972222,1.091923,0.106992,0.158763,-0.309722,0.788889,0.19145,-0.207723,0.203231,-1.080556,0.108333,0.290606,-0.266089,0.52934,-1.953242,0.896139,0.592456,-0.019231,0.418735,-1.402852,1.527774,0.419177,0.074634,0.287179,-0.815505,0.891558,0.296719
33,16,2,WALKING_UPSTAIRS,Dynamic,17568,18201,633,12.66,0.92837,0.212357,0.515278,1.440278,0.952348,0.18865,0.144835,-0.123611,0.690278,0.237836,-0.367788,0.177578,-1.020833,0.068056,0.408414,0.231235,0.419947,-0.632551,1.625207,0.479401,0.064512,0.427402,-0.935235,1.382083,0.432243,-0.103634,0.325675,-1.130406,0.719294,0.341766
34,17,5,STANDING,Static,398,2429,2031,40.62,0.974929,0.020072,0.7625,1.154167,0.975136,-0.182605,0.024721,-0.434722,-0.081944,0.184271,-0.286493,0.032565,-0.536111,-0.195833,0.288338,-0.003961,0.187543,-1.580614,0.901332,0.187585,-0.003498,0.060339,-0.592539,0.351858,0.060441,0.005948,0.086291,-0.580933,0.744339,0.086496
34,17,7,STAND_TO_SIT,Transition,2430,2571,141,2.82,0.871385,0.108429,0.644444,1.068056,0.878105,-0.223237,0.167326,-0.506944,0.0875,0.278985,-0.437372,0.154806,-0.683333,-0.002778,0.46396,0.161851,0.435369,-0.751059,1.098641,0.464481,0.065471,0.530847,-0.922101,1.144761,0.534869,-0.081308,0.367941,-0.714407,0.848492,0.376818
34,17,4,SITTING,Static,2708,3823,1115,22.3,1.016475,0.003461,0.986111,1.047222,1.016481,0.081824,0.007225,0.019444,0.111111,0.082142,-0.109851,0.007628,-0.144444,-0.075,0.110115,0.006645,0.010237,-0.106291,0.091324,0.012204,0.000293,0.020772,-0.228769,0.152411,0.020774,-0.00125,0.02099,-0.21533,0.146302,0.021027
34,17,8,SIT_TO_STAND,Transition,3824,3976,152,3.04,0.820029,0.144962,0.548611,1.134722,0.832744,-0.287208,0.154216,-0.516667,0.058333,0.325992,-0.482557,0.195034,-0.798611,-0.116667,0.52048,-0.006641,0.166375,-0.551917,0.270919,0.166507,-0.063421,0.527974,-1.033279,0.875064,0.53177,0.103385,0.311877,-0.382096,0.751975,0.328566
34,17,5,STANDING,Static,3977,5073,1096,21.92,0.945258,0.02044,0.727778,1.151389,0.945479,-0.184464,0.035766,-0.577778,0.002778,0.187899,-0.366662,0.022819,-0.520833,-0.263889,0.367371,-0.007023,0.177198,-1.284955,0.997848,0.177337,-0.000624,0.060183,-0.562301,0.36713,0.060186,0.007775,0.082966,-0.499382,0.654848,0.083329
34,17,11,STAND_TO_LIE,Transition,5074,5311,237,4.74,0.640881,0.314989,0.033333,1.156945,0.714106,0.318184,0.286108,-0.547222,0.676389,0.427901,0.236902,0.548642,-0.956944,0.905556,0.597605,0.099599,0.523795,-0.761444,1.676214,0.53318,0.253813,0.556029,-1.374752,1.798998,0.61122,-0.419243,0.533406,-2.368325,0.734565,0.678445
34,17,6,LAYING,Static,5312,6362,1050,21.0,0.191143,0.028395,-0.126389,0.406944,0.19324,0.536983,0.028375,0.461111,0.716667,0.537732,0.830672,0.025921,0.658333,0.969444,0.831076,0.003653,0.076284,-0.45204,0.548252,0.076372,0.000995,0.071665,-0.510378,0.514349,0.071672,0.002168,0.03289,-0.155465,0.315512,0.032961
34,17,10,LIE_TO_SIT,Transition,6363,6573,210,4.2,0.804855,0.273575,0.166667,1.088889,0.850079,0.273763,0.29672,-0.140278,0.765278,0.403719,0.140549,0.366071,-0.433333,0.870833,0.392125,0.377363,0.3526,-0.287412,1.229366,0.516459,-0.275457,0.292316,-1.003957,0.52565,0.401653,0.207604,0.31529,-0.340557,0.827112,0.377501
34,17,4,SITTING,Static,6574,7787,1213,24.26,0.965265,0.011119,0.9375,1.038889,0.965329,-0.015959,0.012914,-0.041667,0.088889,0.02053,-0.349469,0.031923,-0.416667,-0.170833,0.350924,0.008576,0.020992,-0.155465,0.160352,0.022676,-0.00162,0.050956,-0.284969,0.610254,0.050982,0.000943,0.022158,-0.173791,0.182649,0.022178
34,17,9,SIT_TO_LIE,Transition,7788,8099,311,6.22,0.58173,0.25928,-0.102778,0.965278,0.636896,0.536634,0.249834,-0.080556,0.890278,0.59194,0.113156,0.504219,-0.638889,1.020833,0.51676,-0.29066,0.424501,-1.543656,0.863763,0.514475,0.045492,0.411241,-0.74831,1.451721,0.41375,-0.138819,0.267939,-0.701884,0.379042,0.301765
34,17,6,LAYING,Static,8100,9588,1488,29.76,0.185541,0.02176,0.031944,0.343056,0.186812,0.573323,0.024678,0.497222,0.829167,0.573854,0.808037,0.020704,0.634722,0.85,0.808303,0.005814,0.058131,-0.463036,0.638049,0.058421,0.001283,0.068845,-0.795041,0.372628,0.068857,-0.001504,0.036114,-0.356745,0.211665,0.036145
34,17,12,LIE_TO_STAND,Transition,9589,9788,199,3.98,0.751047,0.315855,0.116667,1.341667,0.814761,0.407977,0.257116,-0.106944,0.858333,0.482239,0.139503,0.37188,-0.693056,0.858333,0.397185,0.31117,0.560397,-1.359786,1.594664,0.640992,-0.166734,0.584018,-2.28708,1.831069,0.607353,0.27814,0.392998,-1.170723,0.878119,0.481466
34,17,1,WALKING,Dynamic,10862,12031,1169,23.38,0.997613,0.204417,0.636111,1.648611,1.018341,-0.058563,0.178023,-0.631944,0.422222,0.187408,-0.24463,0.146086,-0.619444,0.073611,0.28493,0.005324,0.378007,-0.869872,0.805731,0.378044,0.007259,0.478498,-1.367422,1.286177,0.478553,-0.005083,0.288785,-0.879341,0.671341,0.288829
34,17,1,WALKING,Dynamic,12448,13529,1081,21.62,0.998872,0.220313,0.598611,1.573611,1.02288,-0.064322,0.169927,-0.5375,0.318056,0.181694,-0.234469,0.149699,-0.627778,0.120833,0.278183,0.001728,0.413405,-0.850324,0.835053,0.413409,0.007144,0.476372,-1.268462,1.405906,0.476425,-0.004316,0.29473,-0.749532,0.583987,0.294761
