experiment,user,activity,activity_name,group,start,end,num_samples,duration_seconds,avg_distance_to_class,outlier_zscore,candidate_outlier
45,22,4,SITTING,Static,2198,3206,1008,20.16,6.311302,-0.410952,False
45,22,4,SITTING,Static,6056,7134,1078,21.56,6.793588,-0.191992,False
46,23,4,SITTING,Static,2609,3914,1305,26.1,6.231052,-0.447386,False
46,23,4,SITTING,Static,6645,7992,1347,26.94,6.417601,-0.362692,False
47,23,4,SITTING,Static,1820,2774,954,19.08,5.46607,-0.794693,False
47,23,4,SITTING,Static,6213,7340,1127,22.54,7.026717,-0.08615,False
48,24,4,SITTING,Static,1877,3242,1365,27.3,5.830991,-0.629017,False
48,24,4,SITTING,Static,6479,7573,1094,21.88,5.901785,-0.596876,False
49,24,4,SITTING,Static,1974,3033,1059,21.18,5.550692,-0.756274,False
49,24,4,SITTING,Static,6008,7381,1373,27.46,6.074274,-0.518564,False
50,25,4,SITTING,Static,1887,3046,1159,23.18,8.081573,0.392761,False
50,25,4,SITTING,Static,6305,7527,1222,24.44,5.784875,-0.649953,False
51,25,4,SITTING,Static,1727,2766,1039,20.78,5.764146,-0.659365,False
51,25,4,SITTING,Static,6197,7326,1129,22.58,6.054033,-0.527754,False
52,26,4,SITTING,Static,2139,3607,1468,29.36,12.283,2.300234,True
52,26,4,SITTING,Static,6386,7998,1612,32.24,6.904049,-0.141842,False
53,26,4,SITTING,Static,2026,3160,1134,22.68,6.458273,-0.344227,False
53,26,4,SITTING,Static,6138,7380,1242,24.84,5.563844,-0.750303,False
54,27,4,SITTING,Static,1895,3158,1263,25.26,8.088384,0.395853,False
54,27,4,SITTING,Static,6168,7523,1355,27.1,5.839926,-0.62496,False
55,27,4,SITTING,Static,2305,3439,1134,22.68,6.086449,-0.513037,False
55,27,4,SITTING,Static,6873,8117,1244,24.88,6.019908,-0.543247,False
56,28,4,SITTING,Static,2095,3535,1440,28.8,11.036472,1.734303,False
56,28,4,SITTING,Static,7545,9140,1595,31.9,7.278837,0.028315,False
57,28,4,SITTING,Static,2418,3474,1056,21.12,9.756942,1.153389,False
57,28,4,SITTING,Static,7069,8105,1036,20.72,6.956511,-0.118024,False
58,29,4,SITTING,Static,1760,2803,1043,20.86,6.106022,-0.504151,False
58,29,4,SITTING,Static,5768,6717,949,18.98,5.674778,-0.699938,False
59,29,4,SITTING,Static,1770,2868,1098,21.96,5.996614,-0.553823,False
59,29,4,SITTING,Static,5814,6917,1103,22.06,5.833396,-0.627924,False
60,30,4,SITTING,Static,4693,5703,1010,20.2,10.535757,1.506976,False
60,30,4,SITTING,Static,8725,10029,1304,26.08,6.471213,-0.338352,False
61,30,4,SITTING,Static,1839,2772,933,18.66,9.033182,0.824797,False
61,30,4,SITTING,Static,5897,7165,1268,25.36,5.962915,-0.569122,False
1,1,5,STANDING,Static,250,1232,982,19.64,7.482024,-0.089435,False
1,1,5,STANDING,Static,2360,3374,1014,20.28,8.675519,0.794862,False
2,1,5,STANDING,Static,251,1226,975,19.5,7.808996,0.152828,False
2,1,5,STANDING,Static,2378,3304,926,18.52,8.054917,0.335038,False
3,2,5,STANDING,Static,298,1398,1100,22.0,6.491066,-0.823667,False
3,2,5,STANDING,Static,2770,3904,1134,22.68,8.48531,0.65393,False
4,2,5,STANDING,Static,524,1351,827,16.54,7.722288,0.088583,False
4,2,5,STANDING,Static,2449,3337,888,17.76,9.604943,1.483501,False
5,3,5,STANDING,Static,243,1364,1121,22.42,9.495469,1.402389,False
5,3,5,STANDING,Static,2471,3618,1147,22.94,6.282448,-0.978239,False
6,3,5,STANDING,Static,482,1493,1011,20.22,6.095344,-1.11687,False
6,3,5,STANDING,Static,2699,3873,1174,23.48,6.559188,-0.773194,False
7,4,5,STANDING,Static,198,1291,1093,21.86,7.358849,-0.1807,False
7,4,5,STANDING,Static,2512,3416,904,18.08,8.592171,0.733107,False
8,4,5,STANDING,Static,230,1292,1062,21.24,8.76483,0.861035,False
8,4,5,STANDING,Static,2574,3438,864,17.28,8.718194,0.826481,False
9,5,5,STANDING,Static,136,1221,1085,21.7,8.305336,0.520582,False
9,5,5,STANDING,Static,2326,3314,988,19.76,8.776528,0.869703,False
10,5,5,STANDING,Static,153,1152,999,19.98,6.848802,-0.55861,False
10,5,5,STANDING,Static,2312,3283,971,19.42,8.581007,0.724835,False
11,6,5,STANDING,Static,210,1116,906,18.12,6.510528,-0.809247,False
11,6,5,STANDING,Static,2430,3666,1236,24.72,7.359693,-0.180075,False
12,6,5,STANDING,Static,207,1218,1011,20.22,6.950654,-0.483144,False
12,6,5,STANDING,Static,2335,3263,928,18.56,9.488087,1.396919,False
13,7,5,STANDING,Static,468,1498,1030,20.6,6.637996,-0.714803,False
13,7,5,STANDING,Static,2571,3498,927,18.54,7.340672,-0.194168,False
14,7,5,STANDING,Static,505,1387,882,17.64,6.534638,-0.791383,False
14,7,5,STANDING,Static,2422,3423,1001,20.02,7.201596,-0.297214,False
15,8,5,STANDING,Static,269,1192,923,18.46,6.893371,-0.525587,False
15,8,5,STANDING,Static,2001,2804,803,16.06,8.039153,0.323358,False
16,8,5,STANDING,Static,202,1313,1111,22.22,6.980669,-0.460905,False
16,8,5,STANDING,Static,2324,3484,1160,23.2,9.470757,1.384078,False
17,9,5,STANDING,Static,453,1212,759,15.18,7.169394,-0.321073,False
17,9,5,STANDING,Static,2263,3234,971,19.42,7.730732,0.09484,False
18,9,5,STANDING,Static,660,1459,799,15.98,7.813017,0.155807,False
18,9,5,STANDING,Static,2552,3522,970,19.4,10.513705,2.156831,True
19,10,5,STANDING,Static,388,1237,849,16.98,6.324518,-0.947068,False
19,10,5,STANDING,Static,2459,3353,894,17.88,7.577353,-0.018804,False
20,10,5,STANDING,Static,423,1249,826,16.52,7.151181,-0.334567,False
20,10,5,STANDING,Static,2750,3544,794,15.88,8.092497,0.362883,False
22,11,5,STANDING,Static,415,1233,818,16.36,7.645015,0.031329,False
22,11,5,STANDING,Static,2512,3360,848,16.96,6.477684,-0.833582,False
23,11,5,STANDING,Static,698,1715,1017,20.34,7.407346,-0.144767,False
23,11,5,STANDING,Static,3072,3993,921,18.42,7.262978,-0.251734,False
24,12,5,STANDING,Static,512,1298,786,15.72,7.379556,-0.165357,False
24,12,5,STANDING,Static,2580,3725,1145,22.9,6.261294,-0.993913,False
25,12,5,STANDING,Static,189,1753,1564,31.28,7.609801,0.005238,False
25,12,5,STANDING,Static,2790,3635,845,16.9,6.669596,-0.691389,False
26,13,5,STANDING,Static,304,1423,1119,22.38,6.265474,-0.990816,False
26,13,5,STANDING,Static,2759,3728,969,19.38,10.440176,2.102351,True
27,13,5,STANDING,Static,474,1431,957,19.14,6.554917,-0.776358,False
27,13,5,STANDING,Static,2582,3788,1206,24.12,7.336199,-0.197482,False
28,14,5,STANDING,Static,210,1372,1162,23.24,7.006997,-0.441398,False
28,14,5,STANDING,Static,2686,3654,968,19.36,9.001044,1.036053,False
29,14,5,STANDING,Static,342,1379,1037,20.74,8.431401,0.613987,False
29,14,5,STANDING,Static,2719,3811,1092,21.84,11.688963,3.027616,True
30,15,5,STANDING,Static,239,1161,922,18.44,6.864187,-0.54721,False
30,15,5,STANDING,Static,2283,3369,1086,21.72,7.27119,-0.245649,False
31,15,5,STANDING,Static,185,1229,1044,20.88,6.353987,-0.925233,False
31,15,5,STANDING,Static,2602,3489,887,17.74,8.761177,0.858328,False
32,16,5,STANDING,Static,475,1818,1343,26.86,7.695793,0.068952,False
32,16,5,STANDING,Static,3141,4295,1154,23.08,7.183564,-0.310574,False
33,16,5,STANDING,Static,420,2088,1668,33.36,8.007695,0.30005,False
33,16,5,STANDING,Static,3884,5145,1261,25.22,7.132153,-0.348666,False
34,17,5,STANDING,Static,398,2429,2031,40.62,9.397853,1.330061,False
34,17,5,STANDING,Static,3977,5073,1096,21.92,8.773629,0.867555,False
35,17,5,STANDING,Static,414,1680,1266,25.32,6.409297,-0.884253,False
35,17,5,STANDING,Static,3128,4409,1281,25.62,6.762902,-0.622256,False
36,18,5,STANDING,Static,704,2198,1494,29.88,6.721596,-0.652861,False
36,18,5,STANDING,Static,3732,5183,1451,29.02,6.288487,-0.973764,False
37,18,5,STANDING,Static,827,2132,1305,26.1,6.583171,-0.755424,False
37,18,5,STANDING,Static,3495,4683,1188,23.76,8.12125,0.384187,False
38,19,5,STANDING,Static,1417,2797,1380,27.6,6.693961,-0.673336,False
38,19,5,STANDING,Static,4410,5872,1462,29.24,6.894923,-0.524438,False
39,19,5,STANDING,Static,518,1723,1205,24.1,6.618394,-0.729326,False
39,19,5,STANDING,Static,3058,4206,1148,22.96,10.844949,2.40226,True
40,20,5,STANDING,Static,594,2071,1477,29.54,6.386778,-0.900938,False
40,20,5,STANDING,Static,3800,5014,1214,24.28,5.922811,-1.244705,False
41,20,5,STANDING,Static,303,1713,1410,28.2,9.62762,1.500303,False
41,20,5,STANDING,Static,3061,4293,1232,24.64,10.586668,2.210892,True
42,21,5,STANDING,Static,385,1998,1613,32.26,7.718583,0.085838,False
42,21,5,STANDING,Static,3895,5564,1669,33.38,9.080849,1.095183,False
43,21,5,STANDING,Static,279,1872,1593,31.86,7.768201,0.122601,False
43,21,5,STANDING,Static,3400,4933,1533,30.66,9.38011,1.316915,False
44,22,5,STANDING,Static,599,1696,1097,21.94,5.793613,-1.340432,False
44,22,5,STANDING,Static,3096,4246,1150,23.0,6.864224,-0.547183,False
45,22,5,STANDING,Static,836,2078,1242,24.84,5.925591,-1.242646,False
45,22,5,STANDING,Static,3313,4381,1068,21.36,7.102625,-0.370544,False
46,23,5,STANDING,Static,1186,2465,1279,25.58,7.623955,0.015726,False
46,23,5,STANDING,Static,4036,5179,1143,22.86,9.748406,1.589797,False
47,23,5,STANDING,Static,424,1597,1173,23.46,6.650782,-0.705329,False
47,23,5,STANDING,Static,2925,4223,1298,25.96,10.599634,2.220498,True
48,24,5,STANDING,Static,484,1705,1221,24.42,6.230369,-1.016826,False
48,24,5,STANDING,Static,3352,4513,1161,23.22,6.738714,-0.640177,False
49,24,5,STANDING,Static,483,1786,1303,26.06,5.991694,-1.193668,False
49,24,5,STANDING,Static,3158,4357,1199,23.98,6.766144,-0.619854,False
50,25,5,STANDING,Static,409,1748,1339,26.78,8.011729,0.303039,False
50,25,5,STANDING,Static,3199,4462,1263,25.26,8.570113,0.716763,False
51,25,5,STANDING,Static,236,1507,1271,25.42,6.473944,-0.836353,False
51,25,5,STANDING,Static,2940,4287,1347,26.94,6.688412,-0.677447,False
52,26,5,STANDING,Static,314,2009,1695,33.9,7.090022,-0.379882,False
52,26,5,STANDING,Static,3790,4839,1049,20.98,6.838793,-0.566025,False
53,26,5,STANDING,Static,543,1874,1331,26.62,6.283345,-0.977574,False
53,26,5,STANDING,Static,3263,4479,1216,24.32,8.67553,0.79487,False
54,27,5,STANDING,Static,462,1726,1264,25.28,7.23082,-0.275561,False
54,27,5,STANDING,Static,3257,4563,1306,26.12,6.190392,-1.046446,False
55,27,5,STANDING,Static,415,2116,1701,34.02,7.62687,0.017885,False
55,27,5,STANDING,Static,3541,4906,1365,27.3,5.991021,-1.194166,False
56,28,5,STANDING,Static,369,1835,1466,29.32,6.193539,-1.044115,False
56,28,5,STANDING,Static,3674,5148,1474,29.48,6.919583,-0.506166,False
57,28,5,STANDING,Static,1166,2255,1089,21.78,5.878695,-1.277392,False
57,28,5,STANDING,Static,3596,5005,1409,28.18,6.837281,-0.567146,False
58,29,5,STANDING,Static,424,1602,1178,23.56,7.481195,-0.09005,False
58,29,5,STANDING,Static,2979,4054,1075,21.5,6.810901,-0.586691,False
59,29,5,STANDING,Static,557,1600,1043,20.86,7.605114,0.001765,False
59,29,5,STANDING,Static,3003,4396,1393,27.86,6.404801,-0.887584,False
60,30,5,STANDING,Static,3734,4579,845,16.9,6.697809,-0.670485,False
60,30,5,STANDING,Static,5855,7131,1276,25.52,13.48776,4.360401,True
61,30,5,STANDING,Static,574,1622,1048,20.96,6.830862,-0.571902,False
61,30,5,STANDING,Static,2901,4197,1296,25.92,9.699811,1.553791,False
1,1,6,LAYING,Static,3663,4538,875,17.5,6.31825,-0.347533,False
1,1,6,LAYING,Static,5860,6786,926,18.52,21.533428,6.041932,True
2,1,6,LAYING,Static,3573,4435,862,17.24,7.14082,-0.002103,False
2,1,6,LAYING,Static,5690,6467,777,15.54,15.013699,3.304035,True
3,2,6,LAYING,Static,4323,5139,816,16.32,6.577574,-0.238633,False
3,2,6,LAYING,Static,6416,7367,951,19.02,6.033624,-0.467059,False
4,2,6,LAYING,Static,3543,4348,805,16.1,5.891548,-0.526723,False
4,2,6,LAYING,Static,5456,6417,961,19.22,5.567514,-0.662797,False
5,3,6,LAYING,Static,3835,4850,1015,20.3,6.416855,-0.306125,False
5,3,6,LAYING,Static,6211,7378,1167,23.34,5.537932,-0.67522,False
6,3,6,LAYING,Static,4109,5211,1102,22.04,5.591594,-0.652685,False
6,3,6,LAYING,Static,6581,7720,1139,22.78,5.956862,-0.499295,False
7,4,6,LAYING,Static,3749,4816,1067,21.34,5.422743,-0.723593,False
7,4,6,LAYING,Static,6121,7109,988,19.76,5.576413,-0.65906,False
8,4,6,LAYING,Static,3758,4574,816,16.32,6.297967,-0.356051,False
8,4,6,LAYING,Static,5836,6681,845,16.9,6.190118,-0.401341,False
9,5,6,LAYING,Static,3661,4599,938,18.76,6.208958,-0.393429,False
9,5,6,LAYING,Static,5907,6876,969,19.38,6.378923,-0.322054,False
10,5,6,LAYING,Static,3599,4463,864,17.28,6.210697,-0.392699,False
10,5,6,LAYING,Static,5689,6564,875,17.5,6.317609,-0.347802,False
11,6,6,LAYING,Static,3980,4907,927,18.54,7.099406,-0.019494,False
11,6,6,LAYING,Static,6297,7335,1038,20.76,6.804092,-0.143509,False
12,6,6,LAYING,Static,3544,4501,957,19.14,7.117751,-0.011791,False
12,6,6,LAYING,Static,5891,6944,1053,21.06,6.779421,-0.153869,False
13,7,6,LAYING,Static,3837,4746,909,18.18,6.865914,-0.117547,False
13,7,6,LAYING,Static,6090,6998,908,18.16,7.016312,-0.054389,False
14,7,6,LAYING,Static,3624,4513,889,17.78,5.946513,-0.503641,False
14,7,6,LAYING,Static,5572,6406,834,16.68,5.867907,-0.536651,False
15,8,6,LAYING,Static,3016,3941,925,18.5,5.790128,-0.569313,False
15,8,6,LAYING,Static,5248,6149,901,18.02,5.769013,-0.57818,False
16,8,6,LAYING,Static,3681,4595,914,18.28,6.780217,-0.153535,False
16,8,6,LAYING,Static,5804,6918,1114,22.28,7.026255,-0.050214,False
17,9,6,LAYING,Static,3423,4283,860,17.2,7.720348,0.241264,False
17,9,6,LAYING,Static,5790,6682,892,17.84,7.649673,0.211585,False
18,9,6,LAYING,Static,3782,4702,920,18.4,8.566942,0.596783,False
18,9,6,LAYING,Static,5956,7111,1155,23.1,8.312945,0.490119,False
19,10,6,LAYING,Static,3583,4655,1072,21.44,8.426648,0.537868,False
19,10,6,LAYING,Static,5884,6919,1035,20.7,10.096399,1.239063,False
20,10,6,LAYING,Static,3698,4504,806,16.12,15.993504,3.715495,True
20,10,6,LAYING,Static,5743,7007,1264,25.28,10.602547,1.451615,False
22,11,6,LAYING,Static,3554,4555,1001,20.02,6.676043,-0.197281,False
22,11,6,LAYING,Static,5758,6865,1107,22.14,6.635511,-0.214303,False
23,11,6,LAYING,Static,4181,5297,1116,22.32,7.718667,0.240558,False
23,11,6,LAYING,Static,6636,7474,838,16.76,7.444423,0.125392,False
24,12,6,LAYING,Static,4105,5082,977,19.54,5.6566,-0.625387,False
24,12,6,LAYING,Static,6591,7547,956,19.12,6.278427,-0.364256,False
25,12,6,LAYING,Static,3803,5087,1284,25.68,6.867628,-0.116827,False
25,12,6,LAYING,Static,6603,7687,1084,21.68,6.787963,-0.150282,False
26,13,6,LAYING,Static,3924,4866,942,18.84,6.70115,-0.186738,False
26,13,6,LAYING,Static,6108,7364,1256,25.12,6.321982,-0.345966,False
27,13,6,LAYING,Static,3980,4972,992,19.84,6.543695,-0.25286,False
27,13,6,LAYING,Static,6413,7498,1085,21.7,6.28556,-0.361261,False
28,14,6,LAYING,Static,3997,4851,854,17.08,5.919365,-0.515041,False
28,14,6,LAYING,Static,6324,7119,795,15.9,6.423037,-0.303529,False
29,14,6,LAYING,Static,4076,4872,796,15.92,10.19316,1.279697,False
29,14,6,LAYING,Static,6207,7220,1013,20.26,8.288465,0.479839,False
30,15,6,LAYING,Static,3564,4489,925,18.5,7.677837,0.223412,False
30,15,6,LAYING,Static,5966,7515,1549,30.98,11.516944,1.835608,False
31,15,6,LAYING,Static,3753,4929,1176,23.52,7.073074,-0.030552,False
31,15,6,LAYING,Static,6528,7985,1457,29.14,8.00048,0.358903,False
32,16,6,LAYING,Static,4531,5717,1186,23.72,7.089712,-0.023565,False
32,16,6,LAYING,Static,7140,8355,1215,24.3,6.905921,-0.100747,False
33,16,6,LAYING,Static,5338,6669,1331,26.62,7.950542,0.337932,False
33,16,6,LAYING,Static,8110,9260,1150,23.0,7.608093,0.194124,False
34,17,6,LAYING,Static,5312,6362,1050,21.0,6.264665,-0.370036,False
34,17,6,LAYING,Static,8100,9588,1488,29.76,6.507656,-0.267994,False
35,17,6,LAYING,Static,4746,5811,1065,21.3,6.110574,-0.434745,False
35,17,6,LAYING,Static,7348,8875,1527,30.54,8.059312,0.383609,False
36,18,6,LAYING,Static,5481,6648,1167,23.34,5.88451,-0.529678,False
36,18,6,LAYING,Static,8367,9677,1310,26.2,6.141068,-0.421939,False
37,18,6,LAYING,Static,4928,6122,1194,23.88,5.571547,-0.661104,False
37,18,6,LAYING,Static,7556,8787,1231,24.62,5.763473,-0.580507,False
38,19,6,LAYING,Static,6129,7559,1430,28.6,6.191904,-0.400591,False
38,19,6,LAYING,Static,9213,10638,1425,28.5,5.947997,-0.503017,False
39,19,6,LAYING,Static,4527,6096,1569,31.38,7.938356,0.332815,False
39,19,6,LAYING,Static,7858,9194,1336,26.72,6.885797,-0.109197,False
40,20,6,LAYING,Static,5570,6781,1211,24.22,6.084507,-0.445691,False
40,20,6,LAYING,Static,8336,9351,1015,20.3,5.833884,-0.550938,False
41,20,6,LAYING,Static,4659,5909,1250,25.0,6.655304,-0.205991,False
41,20,6,LAYING,Static,7769,8975,1206,24.12,6.548508,-0.250838,False
42,21,6,LAYING,Static,5878,7186,1308,26.16,6.212411,-0.391979,False
42,21,6,LAYING,Static,9215,10909,1694,33.88,6.825114,-0.134681,False
43,21,6,LAYING,Static,5208,6812,1604,32.08,6.990522,-0.065219,False
43,21,6,LAYING,Static,8601,10112,1511,30.22,6.121875,-0.429999,False
44,22,6,LAYING,Static,4420,5493,1073,21.46,5.862601,-0.538879,False
44,22,6,LAYING,Static,7033,8517,1484,29.68,5.748117,-0.586955,False
45,22,6,LAYING,Static,4521,5894,1373,27.46,10.00469,1.200551,False
45,22,6,LAYING,Static,7294,8359,1065,21.3,6.367257,-0.326953,False
46,23,6,LAYING,Static,5433,6470,1037,20.74,6.132183,-0.42567,False
46,23,6,LAYING,Static,8206,9462,1256,25.12,5.930148,-0.510513,False
47,23,6,LAYING,Static,4484,6041,1557,31.14,6.52623,-0.260194,False
47,23,6,LAYING,Static,7560,8660,1100,22.0,5.942127,-0.505482,False
48,24,6,LAYING,Static,5008,6268,1260,25.2,5.319253,-0.767052,False
48,24,6,LAYING,Static,7808,9088,1280,25.6,6.537411,-0.255499,False
49,24,6,LAYING,Static,4606,5827,1221,24.42,5.350796,-0.753806,False
49,24,6,LAYING,Static,7588,8838,1250,25.0,5.301712,-0.774418,False
50,25,6,LAYING,Static,4648,6024,1376,27.52,16.7981,4.053377,True
50,25,6,LAYING,Static,7727,8784,1057,21.14,5.505209,-0.688962,False
51,25,6,LAYING,Static,4529,5981,1452,29.04,11.636844,1.885958,False
51,25,6,LAYING,Static,7508,8835,1327,26.54,12.17747,2.112989,True
52,26,6,LAYING,Static,5018,6223,1205,24.1,5.882486,-0.530528,False
52,26,6,LAYING,Static,8184,9360,1176,23.52,6.312642,-0.349888,False
53,26,6,LAYING,Static,4647,5963,1316,26.32,5.757193,-0.583144,False
53,26,6,LAYING,Static,7594,9134,1540,30.8,6.510926,-0.266621,False
54,27,6,LAYING,Static,4780,6013,1233,24.66,5.891225,-0.526858,False
54,27,6,LAYING,Static,7751,9065,1314,26.28,5.737106,-0.591579,False
55,27,6,LAYING,Static,5072,6723,1651,33.02,7.845569,0.293849,False
55,27,6,LAYING,Static,8343,9393,1050,21.0,5.957091,-0.499198,False
56,28,6,LAYING,Static,5721,6957,1236,24.72,10.371535,1.354604,False
56,28,6,LAYING,Static,9367,10978,1611,32.22,6.331667,-0.341899,False
57,28,6,LAYING,Static,5475,6758,1283,25.66,10.681726,1.484866,False
57,28,6,LAYING,Static,8307,9573,1266,25.32,7.404308,0.108546,False
58,29,6,LAYING,Static,4289,5530,1241,24.82,5.939048,-0.506775,False
58,29,6,LAYING,Static,7044,8526,1482,29.64,6.427851,-0.301508,False
59,29,6,LAYING,Static,4584,5643,1059,21.18,5.66206,-0.623094,False
59,29,6,LAYING,Static,7119,8133,1014,20.28,5.610465,-0.644761,False
60,30,6,LAYING,Static,7288,8557,1269,25.38,5.256892,-0.79324,False
60,30,6,LAYING,Static,10213,11761,1548,30.96,5.847016,-0.545423,False
61,30,6,LAYING,Static,4447,5657,1210,24.2,5.69447,-0.609483,False
61,30,6,LAYING,Static,7458,8524,1066,21.32,5.719592,-0.598934,False
1,1,7,STAND_TO_SIT,Transition,1233,1392,159,3.18,6.684254,-0.801911,False
2,1,7,STAND_TO_SIT,Transition,1227,1432,205,4.1,6.109747,-1.239385,False
3,2,7,STAND_TO_SIT,Transition,1399,1555,156,3.12,10.004071,1.726051,False
4,2,7,STAND_TO_SIT,Transition,1352,1511,159,3.18,6.353127,-1.054057,False
5,3,7,STAND_TO_SIT,Transition,1365,1506,141,2.82,7.42129,-0.240675,False
6,3,7,STAND_TO_SIT,Transition,1494,1683,189,3.78,7.946673,0.159391,False
7,4,7,STAND_TO_SIT,Transition,1292,1527,235,4.7,8.453928,0.545654,False
8,4,7,STAND_TO_SIT,Transition,1293,1470,177,3.54,8.527503,0.60168,False
9,5,7,STAND_TO_SIT,Transition,1222,1386,164,3.28,7.66081,-0.058287,False
10,5,7,STAND_TO_SIT,Transition,1153,1387,234,4.68,6.548924,-0.904962,False
11,6,7,STAND_TO_SIT,Transition,1117,1301,184,3.68,6.606376,-0.861214,False
12,6,7,STAND_TO_SIT,Transition,1219,1369,150,3.0,11.246301,2.67198,True
13,7,7,STAND_TO_SIT,Transition,1499,1612,113,2.26,7.507274,-0.175201,False
14,7,7,STAND_TO_SIT,Transition,1388,1477,89,1.78,7.781978,0.03398,False
15,8,7,STAND_TO_SIT,Transition,1193,1303,110,2.2,7.219284,-0.394498,False
16,8,7,STAND_TO_SIT,Transition,1314,1442,128,2.56,6.925776,-0.617998,False
17,9,7,STAND_TO_SIT,Transition,1213,1330,117,2.34,8.563665,0.629216,False
18,9,7,STAND_TO_SIT,Transition,1460,1591,131,2.62,8.363035,0.476441,False
19,10,7,STAND_TO_SIT,Transition,1238,1370,132,2.64,8.634784,0.683371,False
20,10,7,STAND_TO_SIT,Transition,1250,1361,111,2.22,11.675081,2.998486,True
22,11,7,STAND_TO_SIT,Transition,1234,1374,140,2.8,7.33173,-0.308873,False
23,11,7,STAND_TO_SIT,Transition,1716,1887,171,3.42,6.764871,-0.740524,False
24,12,7,STAND_TO_SIT,Transition,1299,1473,174,3.48,6.610488,-0.858082,False
25,12,7,STAND_TO_SIT,Transition,1754,1943,189,3.78,7.847639,0.083979,False
26,13,7,STAND_TO_SIT,Transition,1574,1711,137,2.74,8.604996,0.660689,False
27,13,7,STAND_TO_SIT,Transition,1432,1681,249,4.98,6.869294,-0.661008,False
28,14,7,STAND_TO_SIT,Transition,1373,1670,297,5.94,7.672426,-0.049442,False
29,14,7,STAND_TO_SIT,Transition,1380,1556,176,3.52,8.735239,0.759865,False
30,15,7,STAND_TO_SIT,Transition,1162,1305,143,2.86,6.598036,-0.867564,False
31,15,7,STAND_TO_SIT,Transition,1230,1367,137,2.74,10.640498,2.210675,True
32,16,7,STAND_TO_SIT,Transition,1819,1998,179,3.58,9.476218,1.324104,False
33,16,7,STAND_TO_SIT,Transition,2089,2263,174,3.48,7.304008,-0.329984,False
34,17,7,STAND_TO_SIT,Transition,2430,2571,141,2.82,8.153887,0.31718,False
35,17,7,STAND_TO_SIT,Transition,1681,1834,153,3.06,6.957686,-0.593699,False
36,18,7,STAND_TO_SIT,Transition,2199,2505,306,6.12,8.203009,0.354585,False
37,18,7,STAND_TO_SIT,Transition,2133,2359,226,4.52,6.914885,-0.626291,False
38,19,7,STAND_TO_SIT,Transition,2798,2976,178,3.56,8.590128,0.649367,False
39,19,7,STAND_TO_SIT,Transition,1724,1886,162,3.24,10.59468,2.175786,True
40,20,7,STAND_TO_SIT,Transition,2072,2272,200,4.0,6.52716,-0.921535,False
41,20,7,STAND_TO_SIT,Transition,1714,1932,218,4.36,7.014089,-0.55075,False
42,21,7,STAND_TO_SIT,Transition,1999,2175,176,3.52,8.007549,0.205746,False
43,21,7,STAND_TO_SIT,Transition,1873,2012,139,2.78,7.578146,-0.121233,False
44,22,7,STAND_TO_SIT,Transition,1697,1910,213,4.26,6.944701,-0.603587,False
45,22,7,STAND_TO_SIT,Transition,2079,2197,118,2.36,7.610241,-0.096794,False
46,23,7,STAND_TO_SIT,Transition,2466,2608,142,2.84,9.165377,1.087405,False
47,23,7,STAND_TO_SIT,Transition,1598,1819,221,4.42,11.123557,2.578513,True
48,24,7,STAND_TO_SIT,Transition,1706,1876,170,3.4,6.731249,-0.766125,False
49,24,7,STAND_TO_SIT,Transition,1787,1973,186,3.72,6.368605,-1.042271,False
50,25,7,STAND_TO_SIT,Transition,1749,1886,137,2.74,7.370682,-0.279213,False
51,25,7,STAND_TO_SIT,Transition,1508,1726,218,4.36,7.539619,-0.150571,False
52,26,7,STAND_TO_SIT,Transition,2010,2138,128,2.56,7.493181,-0.185932,False
53,26,7,STAND_TO_SIT,Transition,1875,2025,150,3.0,6.384111,-1.030463,False
54,27,7,STAND_TO_SIT,Transition,1727,1894,167,3.34,6.756006,-0.747273,False
55,27,7,STAND_TO_SIT,Transition,2117,2304,187,3.74,6.392867,-1.023795,False
56,28,7,STAND_TO_SIT,Transition,1836,2094,258,5.16,7.545379,-0.146185,False
57,28,7,STAND_TO_SIT,Transition,2256,2417,161,3.22,6.371771,-1.039859,False
58,29,7,STAND_TO_SIT,Transition,1603,1759,156,3.12,6.636411,-0.838343,False
59,29,7,STAND_TO_SIT,Transition,1601,1769,168,3.36,6.478799,-0.95836,False
60,30,7,STAND_TO_SIT,Transition,4580,4692,112,2.24,7.048908,-0.524236,False
61,30,7,STAND_TO_SIT,Transition,1623,1838,215,4.3,7.049268,-0.523961,False
1,1,8,SIT_TO_STAND,Transition,2195,2359,164,3.28,6.5773,-0.948636,False
2,1,8,SIT_TO_STAND,Transition,2222,2377,155,3.1,6.257598,-1.207232,False
3,2,8,SIT_TO_STAND,Transition,2628,2769,141,2.82,7.615639,-0.108758,False
4,2,8,SIT_TO_STAND,Transition,2310,2448,138,2.76,7.227855,-0.422424,False
5,3,8,SIT_TO_STAND,Transition,2361,2470,109,2.18,8.067063,0.256384,False
6,3,8,SIT_TO_STAND,Transition,2516,2698,182,3.64,7.720648,-0.023819,False
7,4,8,SIT_TO_STAND,Transition,2382,2511,129,2.58,6.539065,-0.979563,False
8,4,8,SIT_TO_STAND,Transition,2431,2573,142,2.84,9.474854,1.395099,False
9,5,8,SIT_TO_STAND,Transition,2200,2325,125,2.5,8.050773,0.243207,False
10,5,8,SIT_TO_STAND,Transition,2183,2311,128,2.56,6.860049,-0.719929,False
